DP ALT VAF
101 6 0.0594059405940594
118 37 0.313559322033898
127 36 0.283464566929134
38 19 0.5
276 121 0.438405797101449
17 7 0.411764705882353
198 79 0.398989898989899
213 96 0.450704225352113
26 12 0.461538461538462
124 62 0.5
212 80 0.377358490566038
154 59 0.383116883116883
66 25 0.378787878787879
346 151 0.436416184971098
58 25 0.431034482758621
236 8 0.0338983050847458
32 7 0.21875
67 24 0.358208955223881
7 5 0.714285714285714
6 3 0.5
37 5 0.135135135135135
15 3 0.2
17 4 0.235294117647059
30 9 0.3
41 4 0.0975609756097561
40 6 0.15
40 6 0.15
36 17 0.472222222222222
8 3 0.375
21 7 0.333333333333333
174 74 0.425287356321839
139 47 0.338129496402878
102 41 0.401960784313726
22 10 0.454545454545455
56 23 0.410714285714286
186 40 0.21505376344086
95 57 0.6
78 36 0.461538461538462
20 5 0.25
14 8 0.571428571428571
39 17 0.435897435897436
103 35 0.339805825242718
28 16 0.571428571428571
256 95 0.37109375
20 12 0.6
132 62 0.46969696969697
101 43 0.425742574257426
33 5 0.151515151515152
143 73 0.510489510489511
31 16 0.516129032258065
20 7 0.35
89 21 0.235955056179775
17 6 0.352941176470588
100 6 0.06
13 6 0.461538461538462
286 120 0.41958041958042
245 106 0.43265306122449
78 27 0.346153846153846
77 28 0.363636363636364
497 108 0.217303822937626
24 5 0.208333333333333
30 4 0.133333333333333
273 108 0.395604395604396
344 140 0.406976744186047
174 76 0.436781609195402
541 235 0.434380776340111
33 3 0.0909090909090909
74 33 0.445945945945946
47 19 0.404255319148936
53 23 0.433962264150943
49 30 0.612244897959184
79 35 0.443037974683544
48 8 0.166666666666667
126 53 0.420634920634921
198 85 0.429292929292929
61 21 0.344262295081967
127 8 0.062992125984252
69 12 0.173913043478261
213 44 0.206572769953052
135 8 0.0592592592592593
6 4 0.666666666666667
171 6 0.0350877192982456
165 8 0.0484848484848485
104 6 0.0576923076923077
66 4 0.0606060606060606
29 3 0.103448275862069
337 134 0.397626112759644
34 17 0.5
22 3 0.136363636363636
118 53 0.449152542372881
134 58 0.432835820895522
116 53 0.456896551724138
60 8 0.133333333333333
21 10 0.476190476190476
43 18 0.418604651162791
47 16 0.340425531914894
133 60 0.451127819548872
163 66 0.404907975460123
222 109 0.490990990990991
144 58 0.402777777777778
123 50 0.40650406504065
196 18 0.0918367346938776
190 65 0.342105263157895
6 4 0.666666666666667
6 3 0.5
55 24 0.436363636363636
226 98 0.433628318584071
122 14 0.114754098360656
143 54 0.377622377622378
77 22 0.285714285714286
34 11 0.323529411764706
66 17 0.257575757575758
88 14 0.159090909090909
77 13 0.168831168831169
88 12 0.136363636363636
249 16 0.0642570281124498
101 53 0.524752475247525
7 4 0.571428571428571
316 130 0.411392405063291
355 142 0.4
13 4 0.307692307692308
82 42 0.51219512195122
168 66 0.392857142857143
74 37 0.5
104 44 0.423076923076923
87 37 0.425287356321839
82 35 0.426829268292683
82 35 0.426829268292683
65 27 0.415384615384615
412 38 0.0922330097087379
125 35 0.28
20 8 0.4
207 84 0.405797101449275
91 6 0.0659340659340659
113 7 0.0619469026548673
41 19 0.463414634146341
312 119 0.381410256410256
141 20 0.141843971631206
4 2 0.5
194 67 0.345360824742268
39 18 0.461538461538462
27 12 0.444444444444444
223 100 0.448430493273543
187 15 0.0802139037433155
92 37 0.402173913043478
172 67 0.38953488372093
363 168 0.462809917355372
63 6 0.0952380952380952
520 222 0.426923076923077
560 274 0.489285714285714
188 84 0.446808510638298
71 41 0.577464788732394
169 66 0.390532544378698
121 55 0.454545454545455
21 10 0.476190476190476
55 22 0.4
29 12 0.413793103448276
157 64 0.407643312101911
48 3 0.0625
101 46 0.455445544554455
10 6 0.6
90 37 0.411111111111111
35 16 0.457142857142857
85 37 0.435294117647059
6 3 0.5
27 13 0.481481481481481
139 7 0.0503597122302158
6 3 0.5
62 29 0.467741935483871
69 7 0.101449275362319
147 7 0.0476190476190476
97 41 0.422680412371134
64 8 0.125
100 7 0.07
96 37 0.385416666666667
97 40 0.412371134020619
337 14 0.0415430267062315
350 14 0.04
325 24 0.0738461538461539
245 10 0.0408163265306122
208 8 0.0384615384615385
91 5 0.0549450549450549
116 54 0.46551724137931
238 111 0.466386554621849
17 7 0.411764705882353
89 10 0.112359550561798
131 54 0.412213740458015
38 20 0.526315789473684
3 3 1
5 5 1
116 39 0.336206896551724
180 76 0.422222222222222
65 6 0.0923076923076923
120 51 0.425
88 52 0.590909090909091
167 78 0.467065868263473
134 52 0.388059701492537
67 37 0.552238805970149
96 24 0.25
88 6 0.0681818181818182
94 36 0.382978723404255
183 81 0.442622950819672
65 25 0.384615384615385
89 43 0.48314606741573
84 35 0.416666666666667
12 3 0.25
47 22 0.468085106382979
88 30 0.340909090909091
15 3 0.2
122 12 0.0983606557377049
114 12 0.105263157894737
448 13 0.0290178571428571
239 14 0.0585774058577406
147 6 0.0408163265306122
147 6 0.0408163265306122
261 10 0.0383141762452107
113 6 0.0530973451327434
21 3 0.142857142857143
116 6 0.0517241379310345
343 160 0.466472303206997
154 64 0.415584415584416
159 74 0.465408805031447
32 13 0.40625
240 98 0.408333333333333
96 36 0.375
162 68 0.419753086419753
25 12 0.48
30 3 0.1
239 104 0.435146443514644
300 133 0.443333333333333
14 3 0.214285714285714
135 52 0.385185185185185
45 18 0.4
27 11 0.407407407407407
113 56 0.495575221238938
66 25 0.378787878787879
31 18 0.580645161290323
59 30 0.508474576271186
224 73 0.325892857142857
173 81 0.468208092485549
116 45 0.387931034482759
92 40 0.434782608695652
9 6 0.666666666666667
73 25 0.342465753424658
10 5 0.5
5 3 0.6
148 75 0.506756756756757
285 121 0.424561403508772
124 49 0.395161290322581
56 29 0.517857142857143
51 22 0.431372549019608
147 60 0.408163265306122
123 36 0.292682926829268
329 138 0.419452887537994
146 12 0.0821917808219178
859 362 0.421420256111758
218 29 0.13302752293578
271 27 0.0996309963099631
263 26 0.0988593155893536
150 13 0.0866666666666667
153 13 0.0849673202614379
288 46 0.159722222222222
303 46 0.151815181518152
286 26 0.0909090909090909
149 6 0.0402684563758389
116 24 0.206896551724138
45 13 0.288888888888889
312 111 0.355769230769231
134 49 0.365671641791045
22 12 0.545454545454545
122 58 0.475409836065574
8 4 0.5
338 163 0.482248520710059
21 12 0.571428571428571
55 26 0.472727272727273
34 15 0.441176470588235
170 78 0.458823529411765
104 39 0.375
40 18 0.45
51 23 0.450980392156863
102 47 0.46078431372549
68 7 0.102941176470588
386 140 0.362694300518135
172 70 0.406976744186047
167 6 0.0359281437125748
71 35 0.492957746478873
127 59 0.464566929133858
88 38 0.431818181818182
167 68 0.407185628742515
73 18 0.246575342465753
61 19 0.311475409836066
119 14 0.117647058823529
13 6 0.461538461538462
25 9 0.36
132 62 0.46969696969697
22 11 0.5
109 56 0.513761467889908
43 17 0.395348837209302
109 38 0.348623853211009
35 12 0.342857142857143
137 55 0.401459854014599
9 6 0.666666666666667
12 6 0.5
54 21 0.388888888888889
107 55 0.514018691588785
32 15 0.46875
72 41 0.569444444444444
208 92 0.442307692307692
146 71 0.486301369863014
194 14 0.0721649484536082
180 70 0.388888888888889
52 21 0.403846153846154
237 113 0.476793248945148
188 84 0.446808510638298
33 16 0.484848484848485
40 26 0.65
167 78 0.467065868263473
40 23 0.575
219 104 0.474885844748858
199 90 0.452261306532663
164 72 0.439024390243902
313 63 0.201277955271566
249 105 0.421686746987952
87 47 0.540229885057471
78 6 0.0769230769230769
156 66 0.423076923076923
68 31 0.455882352941176
76 39 0.513157894736842
118 53 0.449152542372881
102 50 0.490196078431373
211 92 0.436018957345972
278 118 0.424460431654676
110 37 0.336363636363636
120 46 0.383333333333333
46 4 0.0869565217391304
47 15 0.319148936170213
108 46 0.425925925925926
46 6 0.130434782608696
217 85 0.391705069124424
156 70 0.448717948717949
176 18 0.102272727272727
329 20 0.060790273556231
120 8 0.0666666666666667
110 8 0.0727272727272727
131 53 0.404580152671756
95 52 0.547368421052632
79 32 0.40506329113924
704 25 0.0355113636363636
129 18 0.13953488372093
24 7 0.291666666666667
67 29 0.432835820895522
92 53 0.576086956521739
7 6 0.857142857142857
122 55 0.450819672131148
104 41 0.394230769230769
49 18 0.36734693877551
270 100 0.37037037037037
11 5 0.454545454545455
418 211 0.504784688995215
10 8 0.8
62 29 0.467741935483871
14 6 0.428571428571429
110 39 0.354545454545455
166 13 0.0783132530120482
18 7 0.388888888888889
54 20 0.37037037037037
171 73 0.426900584795322
133 52 0.390977443609023
400 197 0.4925
718 47 0.0654596100278552
55 32 0.581818181818182
3 2 0.666666666666667
267 106 0.397003745318352
31 13 0.419354838709677
796 26 0.0326633165829146
793 32 0.0403530895334174
354 17 0.0480225988700565
341 17 0.0498533724340176
27 9 0.333333333333333
192 10 0.0520833333333333
180 11 0.0611111111111111
172 12 0.0697674418604651
269 12 0.0446096654275093
245 10 0.0408163265306122
207 9 0.0434782608695652
174 22 0.126436781609195
84 41 0.488095238095238
20 8 0.4
27 9 0.333333333333333
76 23 0.302631578947368
15 4 0.266666666666667
36 13 0.361111111111111
31 14 0.451612903225806
70 33 0.471428571428571
18 6 0.333333333333333
61 29 0.475409836065574
146 38 0.26027397260274
33 4 0.121212121212121
230 92 0.4
165 70 0.424242424242424
150 66 0.44
137 47 0.343065693430657
130 14 0.107692307692308
210 24 0.114285714285714
193 25 0.129533678756477
26 11 0.423076923076923
55 16 0.290909090909091
127 51 0.401574803149606
224 46 0.205357142857143
159 75 0.471698113207547
147 49 0.333333333333333
139 5 0.0359712230215827
455 14 0.0307692307692308
424 13 0.0306603773584906
82 29 0.353658536585366
221 90 0.407239819004525
108 27 0.25
236 12 0.0508474576271186
135 56 0.414814814814815
229 107 0.467248908296943
84 9 0.107142857142857
34 4 0.117647058823529
333 30 0.0900900900900901
79 43 0.544303797468354
213 9 0.0422535211267606
198 7 0.0353535353535354
141 17 0.120567375886525
106 37 0.349056603773585
66 5 0.0757575757575758
185 10 0.0540540540540541
56 28 0.5
224 104 0.464285714285714
52 26 0.5
15 9 0.6
46 19 0.41304347826087
281 118 0.419928825622776
92 32 0.347826086956522
101 38 0.376237623762376
166 16 0.0963855421686747
95 38 0.4
152 66 0.434210526315789
313 12 0.0383386581469649
385 172 0.446753246753247
226 105 0.464601769911504
140 5 0.0357142857142857
255 99 0.388235294117647
52 30 0.576923076923077
97 42 0.43298969072165
232 101 0.435344827586207
428 202 0.47196261682243
49 29 0.591836734693878
107 43 0.401869158878505
5 4 0.8
101 15 0.148514851485149
198 86 0.434343434343434
98 5 0.0510204081632653
628 24 0.0382165605095541
571 28 0.0490367775831874
510 23 0.0450980392156863
174 13 0.0747126436781609
83 6 0.072289156626506
717 29 0.0404463040446304
620 267 0.430645161290323
120 41 0.341666666666667
56 27 0.482142857142857
222 84 0.378378378378378
112 47 0.419642857142857
22 8 0.363636363636364
91 28 0.307692307692308
28 15 0.535714285714286
52 22 0.423076923076923
31 14 0.451612903225806
11 4 0.363636363636364
211 92 0.436018957345972
103 6 0.058252427184466
36 13 0.361111111111111
426 170 0.39906103286385
402 169 0.420398009950249
169 73 0.431952662721893
81 33 0.407407407407407
59 23 0.389830508474576
665 260 0.390977443609023
60 28 0.466666666666667
185 84 0.454054054054054
303 135 0.445544554455446
196 8 0.0408163265306122
11 7 0.636363636363636
316 124 0.392405063291139
147 66 0.448979591836735
406 167 0.411330049261084
31 14 0.451612903225806
31 14 0.451612903225806
63 22 0.349206349206349
9 4 0.444444444444444
208 113 0.543269230769231
7 3 0.428571428571429
262 41 0.156488549618321
35 9 0.257142857142857
113 7 0.0619469026548673
23 4 0.173913043478261
3 3 1
84 8 0.0952380952380952
27 9 0.333333333333333
353 29 0.0821529745042493
519 33 0.0635838150289017
28 15 0.535714285714286
273 119 0.435897435897436
15 6 0.4
75 26 0.346666666666667
112 50 0.446428571428571
471 204 0.43312101910828
45 15 0.333333333333333
47 11 0.234042553191489
482 231 0.479253112033195
205 87 0.424390243902439
136 64 0.470588235294118
305 138 0.452459016393443
22 8 0.363636363636364
61 30 0.491803278688525
11 6 0.545454545454545
190 25 0.131578947368421
163 14 0.0858895705521472
74 9 0.121621621621622
6 3 0.5
71 25 0.352112676056338
78 28 0.358974358974359
211 85 0.402843601895735
319 131 0.410658307210031
59 22 0.372881355932203
39 16 0.41025641025641
196 94 0.479591836734694
214 92 0.429906542056075
26 13 0.5
34 13 0.382352941176471
162 12 0.0740740740740741
274 112 0.408759124087591
150 68 0.453333333333333
68 24 0.352941176470588
102 46 0.450980392156863
126 64 0.507936507936508
359 10 0.0278551532033426
60 24 0.4
133 18 0.135338345864662
133 16 0.120300751879699
133 16 0.120300751879699
257 110 0.428015564202335
94 39 0.414893617021277
94 4 0.0425531914893617
130 50 0.384615384615385
12 7 0.583333333333333
181 48 0.265193370165746
178 44 0.247191011235955
96 9 0.09375
106 49 0.462264150943396
134 53 0.395522388059701
7 4 0.571428571428571
447 43 0.0961968680089485
17 9 0.529411764705882
47 21 0.446808510638298
186 17 0.0913978494623656
61 24 0.39344262295082
21 7 0.333333333333333
167 74 0.44311377245509
140 62 0.442857142857143
93 25 0.268817204301075
41 14 0.341463414634146
113 37 0.327433628318584
191 63 0.329842931937173
4 2 0.5
69 36 0.521739130434783
21 10 0.476190476190476
74 19 0.256756756756757
314 36 0.114649681528662
343 27 0.0787172011661808
12 4 0.333333333333333
59 29 0.491525423728814
177 48 0.271186440677966
15 7 0.466666666666667
4 2 0.5
111 38 0.342342342342342
5 3 0.6
57 27 0.473684210526316
38 16 0.421052631578947
54 21 0.388888888888889
21 5 0.238095238095238
726 313 0.431129476584022
89 37 0.415730337078652
104 61 0.586538461538462
13 5 0.384615384615385
383 13 0.0339425587467363
62 50 0.806451612903226
11 11 1
104 89 0.855769230769231
161 143 0.888198757763975
177 11 0.0621468926553672
222 29 0.130630630630631
211 68 0.322274881516588
35 34 0.971428571428571
8 7 0.875
30 29 0.966666666666667
90 9 0.1
212 8 0.0377358490566038
73 11 0.150684931506849
70 11 0.157142857142857
96 83 0.864583333333333
57 51 0.894736842105263
13 10 0.769230769230769
50 42 0.84
26 21 0.807692307692308
28 26 0.928571428571429
22 19 0.863636363636364
29 27 0.931034482758621
19 15 0.789473684210526
27 23 0.851851851851852
29 28 0.96551724137931
22 18 0.818181818181818
113 98 0.867256637168142
102 29 0.284313725490196
95 23 0.242105263157895
55 44 0.8
161 144 0.894409937888199
75 66 0.88
10 10 1
158 53 0.335443037974684
170 61 0.358823529411765
40 35 0.875
15 15 1
17 14 0.823529411764706
117 102 0.871794871794872
78 68 0.871794871794872
49 42 0.857142857142857
49 43 0.877551020408163
118 111 0.940677966101695
26 7 0.269230769230769
41 5 0.121951219512195
72 18 0.25
61 19 0.311475409836066
17 4 0.235294117647059
424 113 0.266509433962264
40 4 0.1
38 4 0.105263157894737
177 8 0.0451977401129944
74 5 0.0675675675675676
98 11 0.112244897959184
206 8 0.0388349514563107
143 7 0.048951048951049
119 11 0.092436974789916
30 6 0.2
22 3 0.136363636363636
53 47 0.886792452830189
556 71 0.127697841726619
121 11 0.0909090909090909
75 11 0.146666666666667
53 4 0.0754716981132075
50 4 0.08
69 11 0.159420289855072
34 4 0.117647058823529
31 3 0.0967741935483871
16 4 0.25
13 3 0.230769230769231
31 3 0.0967741935483871
5 2 0.4
41 4 0.0975609756097561
63 5 0.0793650793650794
139 10 0.0719424460431655
28 3 0.107142857142857
22 3 0.136363636363636
20 3 0.15
70 13 0.185714285714286
70 11 0.157142857142857
74 10 0.135135135135135
46 7 0.152173913043478
25 5 0.2
52 5 0.0961538461538462
60 4 0.0666666666666667
7 5 0.714285714285714
103 46 0.446601941747573
16 3 0.1875
